企業名,法人番号,採用担当者名,担当者確度,取得手法,取得元,役職,部署,根拠URL,根拠,電話番号,従業員数,業種,都道府県,新卒フラグ,公式URL,取得日
森溶接創作所,,,,,,,,,,,,製造業,（三重県,,,2026-06-29
株式会社TENRYU,,,,,,,,,,,,サービス業,東京都,,https://u-intern.com,2026-06-29
株式会社天地人,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社東宝ハウスホールディングス,,,,,,,,,,03-6302-0040,,不動産業,東京都,,http://thg.ne.jp/,2026-06-29
株式会社JobRainbow,,,,,,,,,,,,,東京都,,,2026-06-29
アスノシステム株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社APT,,,,,,,,,,043-350-0581,,製造業,：千葉県,,https://n-apt.com/,2026-06-29
株式会社ベクトル,,,,,,,,,,,,情報通信,東京都,,https://venturetv.jp/,2026-06-29
STORES 株式会社,,,,,,,,,,,,情報通信,東京都,,https://www.st.inc/,2026-06-29
ケンブリッジ・テクノロジー・パートナーズ株式会社,,,,,,,,,,03-5544-8670,,サービス業,東京都,,http://www.ctp.co.jp/,2026-06-29
関西外国語大学,,,,,,,,,,072-805-2801,,教育・学習支援業,大阪府,,https://www.kansaigaidai.ac.jp/,2026-06-29
株式会社ハウテレビジョン,,,,,,,,,,03-6427-2862,,情報通信,東京都,,https://howtelevision.co.jp/,2026-06-29
株式会社マキシマイズ,,,,,,,,,,03-5747-9390,,サービス業,東京都,,https://www.maximise.jp,2026-06-29
株式会社Asian Bridge,,,,,,,,,,03-5442-2296,,情報通信,！福岡県,,https://asianbridge.co.jp/,2026-06-29
株式会社博士.com,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社えねこ,,,,,,,,,,0120-547-264,,建設業,東京都,,https://e-neco.com/,2026-06-29
株式会社ダトラ,,,,,,,,,,06-4963-2493,,サービス業,大阪府,,http://www.datora.jp/,2026-06-29
ギークス株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社ジェイ・エス・ビー,,,,,,,,,,075-341-2728,,不動産業,ー島根県,,https://www.jsb.co.jp/,2026-06-29
株式会社エフアンドエム,,,,,,,,,,,,,,,,2026-06-29
株式会社テクノスマイル,,,,,,,,,,052-602-6910,,サービス業,報愛知県,,https://www.technosmile.co.jp/,2026-06-29
株式会社goomee,,,,,,,,,,06-6431-1192,,サービス業,：兵庫県,,https://goomee.jp,2026-06-29
株式会社ProFan,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社イマジナ,,,,,,,,,,03-3511-5525,,サービス業,東京都,,https://www.imajina.com/,2026-06-29
株式会社StartPass,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社つむぎラボ,,,,,,,,,,,,, 長崎県,,,2026-06-29
Wealthy Design株式会社,,,,,,,,,,03-6273-7823,,情報通信,東京都,,https://wealthy-design.com/,2026-06-29
Dr.JOY株式会社,,,,,,,,,,,,情報通信,東京都,,https://www.drjoy.jp/,2026-06-29
インプレックスアンドカンパニー株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
AITWORKS INC,,,,,,,,,,090-6489-3580,,サービス業,,,https://hr.aitworks.com,2026-06-29
蜂谷工業株式会社,,,,,,,,,,086-232-8111,,建設業,（岡山県,,https://www.hachiyakogyo.co.jp/,2026-06-29
株式会社リブセンス,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社overflow,,,,,,,,,,,,,東京都,,,2026-06-29
プロパティデザイン株式会社,,,,,,,,,,03-5809-3247,,不動産業,東京都,,https://www.office-check.co.jp/,2026-06-29
株式会社Preferred Networks,,,,,,,,,,,,情報通信,東京都,,https://www.preferred.jp/ja/,2026-06-29
株式会社タレントアンドアセスメント,,,,,,,,,,03-4233-7422,,サービス業,東京都,,https://www.taleasse.co.jp,2026-06-29
株式会社マンクンカンクン,,,,,,,,,,0120-907-636,,サービス業,都道府県,,https://reuse-japan5.com/,2026-06-29
Zenken株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
talentbook株式会社,,,,,,,,,,03-6432-9749,,情報通信,東京都,,https://talentbook.co.jp,2026-06-29
アルテリア・ネットワークス株式会社,,,,,,,,,,,,情報通信,東京都,,https://www.tsunagunet.com/,2026-06-29
株式会社ドラEVER,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社シンミドウ,,,,,,,,,,,,,：埼玉県,,,2026-06-29
ジョブモア株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社アプティグローバル,,,,,,,,,,03-6693-9774,,サービス業,東京都,,https://upty-global.com/,2026-06-29
株式会社Lightblue,,,,,,,,,,,,情報通信,東京都,,https://www.lightblue-tech.com/,2026-06-29
メンタルヘルスラボ株式会社,,,,,,,,,,,,医療・福祉,東京都,,https://logz.co.jp/,2026-06-29
HRクラウド株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社Mico,,,,,,,,,,,,,神奈川県,,,2026-06-29
MIL株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社フィードフォース,,,,,,,,,,,,情報通信,東京都,,https://www.feedforce.jp/,2026-06-29
株式会社リアリー,,,,,,,,,,,,,大阪府,,,2026-06-29
インタラクティブ株式会社,,,,,,,,,,098-988-1572,,情報通信,：沖縄県,,https://www.inta.co.jp/,2026-06-29
株式会社コーナー,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社DOTFIND,,,,,,,,,,,,,東京都,,,2026-06-29
リメディ株式会社,,大島,0.7,自社採用ページ深掘り,自社採用ページ,採用,,https://remedy-tokyo.co.jp/members/3/,採用チーム大島 有紗リサー,,,情報通信,東京都,,https://remedy-tokyo.co.jp/,2026-06-29
株式会社WILLCO,,,,,,,,,,,,,東京都,,,2026-06-29
mocomoco株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社EMOLVA,,,,,,,,,,03-6826-0503,,サービス業,東京都,,https://emolva.tokyo/,2026-06-29
山と風のホールディングス株式会社,,,,,,,,,,055-225-3262,,サービス業,：山梨県,,http://yama-kaze.co.jp/,2026-06-29
株式会社サーティファイ,,,,,,,,,,0120-031-749,,教育・学習支援業,東京都,,https://www.sikaku.gr.jp/,2026-06-29
株式会社マルジュ,,,,,,,,,,03-6772-2226,,情報通信,東京都,,https://www.maru.jp/,2026-06-29
株式会社PRB,,,,,,,,,,,,サービス業,東京都,,,2026-06-29
ニホン・ドレン株式会社,,,,,,,,,,0776-58-3301,,製造業,ー福井県,,https://www.n-drain.co.jp/,2026-06-29
株式会社Relic,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社Fivot,,,,,,,,,,,,,東京都,,,2026-06-29
そらとぶタクシー株式会社,,,,,,,,,,,,,大阪府,,,2026-06-29
株式会社TORA,,,,,,,,,,,,,京都府,,,2026-06-29
株式会社日本能率協会マネジメントセンター,,,,,,,,,,03-6362-4800,,サービス業,東京都,,https://www.jmam.co.jp/,2026-06-29
MBK Wellness株式会社,,,,,,,,,,,,教育・学習支援業,東京都,,https://www.cicombrains.com,2026-06-29
ペットゴー株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社SASI,,,,,,,,,,0798-55-7579,,サービス業,（兵庫県,,http://sasi-d.com,2026-06-29
株式会社アシロ,,,,,,,,,,03-6279-0825,,情報通信,東京都,,https://asiro.co.jp/,2026-06-29
株式会社ニーリー,,,,,,,,,,,,サービス業,東京都,,https://www.nealle.com,2026-06-29
株式会社taliki,,,,,,,,,,,,サービス業,島根県,,https://www.taliki.co.jp/,2026-06-29
ヤマチユナイテッド,,,,,,,,,,,,商業（卸売業、小売業）,北海道,,https://www.y-united.co.jp/,2026-06-29
株式会社デジタル・ナレッジ,,,,,,,,,,03-5846-2131,,教育・学習支援業,東京都,,http://www.digital-knowledge.co.jp/,2026-06-29
株式会社 Digital Entertainment Asset,,,,,,,,,,03-6264-5606,,情報通信,東京都,,https://dea.sg/,2026-06-29
Felo株式会社,,,,,,,,,,,,情報通信,東京都,,https://felo.ai/ja/search,2026-06-29
株式会社ナハト,,田口 弦矢,0.74,自社採用ページ深掘り,自社採用ページ,人事,,https://nahato.co.jp/recruit/company/,田口 弦矢（人事・IT管理管掌）,03-5422-3371,,情報通信,東京都,,https://nahato.co.jp/,2026-06-29
AI inside 株式会社,,,,,,,,,,03-5468-5041,,情報通信,東京都,,https://inside.ai/,2026-06-29
株式会社クリーンエナジーコネクト,,,,,,,,,,,,電気・ガス業,東京都,,https://cleanenergyconnect.jp/,2026-06-29
株式会社WAKAMATSU,,,,,,,,,,,,,京都府,,,2026-06-29
株式会社Kakuhan,,,,,,,,,,,,サービス業,東京都,,https://kakuhan.co.jp/,2026-06-29
センス・トラスト株式会社,,,,,,,,,,06-4792-7158,,不動産業,大阪府,,https://sense-trust.co.jp/,2026-06-29
富士急行株式会社,,,,,,,,,,0555-22-7111,,倉庫・運輸関連業,（山梨県,,http://www.fujikyu.co.jp/,2026-06-29
株式会社MOFF,,,,,,,,,,,,サービス業,：茨城県,,https://moff-moff.jp,2026-06-29
テクミラホールディングス株式会社,,,,,,,,,,,,情報通信,東京都,,https://kitakyushudigitalmap.com/home,2026-06-29
株式会社ダイワ,,,,,,,,,,,,,兵庫県,,,2026-06-29
チューニング株式会社,,,,,,,,,,,,情報通信,神奈川県,,https://chooning.app/ja,2026-06-29
株式会社カンペールジャパン,,,,,,,,,,03-5412-1844,,商業（卸売業、小売業）,東京都,,https://www.camper-japan.jp/,2026-06-29
株式会社メガネトップ,,,,,,,,,,054-275-5000,,商業（卸売業、小売業）,：静岡県,,https://www.meganetop.co.jp/,2026-06-29
株式会社ラバブルマーケティンググループ,,,,,,,,,,,,サービス業,東京都,,https://lmg.co.jp/,2026-06-29
株式会社コナミアーケードゲームス,,,,,,,,,,03-6876-0573,,サービス業,東京都,,https://www.konami.com/corporate/kag/ja/,2026-06-29
合同会社EXNOA,,,,,,,,,,03-5797-8916,,サービス業,東京都,,http://games.dmm.com/,2026-06-29
楽天生命保険株式会社,,,,,,,,,,,,金融・保険業,東京都,,http://www.rakuten-life.co.jp/,2026-06-29
株式会社レボーン,,,,,,,,,,,,,,,,2026-06-29
株式会社ポトマック,,,,,,,,,,078-334-1274,,飲食店・宿泊業,兵庫県,,http://www.potomak.co.jp/,2026-06-29
有限会社Juliette,,,,,,,,,,03-6434-0965,,商業（卸売業、小売業）,東京都,,http://nanadecor.com/,2026-06-29
株式会社ベルテクノス,,,,,,,,,,,,,,,,2026-06-29
サイオステクノロジー株式会社,,,,,,,,,,,,情報通信,東京都,,https://sios.jp/,2026-06-29
株式会社neoAI,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社ティ・ツウ・オー,,,,,,,,,,03-5825-6122,,製造業,東京都,,https://www.t-two-o.com/,2026-06-29
株式会社DACホールディングス,,,,,,,,,,03-6860-3952,,情報通信,東京都,,http://www.dac-group.co.jp/dac,2026-06-29
ユニオンテック株式会社,,,,,,,,,,,,,,,,2026-06-29
株式会社GENBA,,,,,,,,,,03-4400-0359,,サービス業,東京都,,http://genbae.jp/,2026-06-29
新コスモス電機株式会社,,,,,,,,,,,,,,,,2026-06-29
株式会社GOOD PLACE,,,,,,,,,,,,建設業,東京都,,https://www.goodplace.co.jp/,2026-06-29
株式会社キープ・ウィルダイニング,,,,,,,,,,042-851-8461,,飲食店・宿泊業,】鳥取県,,http://www.keepwill.com/,2026-06-29
株式会社カインズ,,,,,,,,,,0495-25-1000,,商業（卸売業、小売業）,：埼玉県,,http://www.cainz.co.jp/,2026-06-29
株式会社オフィスバスターズ,,,,,,,,,,03-6262-3155,,商業（卸売業、小売業）,東京都,,https://www.officebusters.co.jp/,2026-06-29
株式会社NEWOLD CAPITAL,,,,,,,,,,,,,,,,2026-06-29
トーヤク株式会社,,,,,,,,,,03-3864-8167,,製造業,東京都,,https://www.toyaku.co.jp/,2026-06-29
株式会社カンム,,,,,,,,,,,,,,,,2026-06-29
株式会社Meta Heroes,,,,,,,,,,06-7163-8673,,情報通信,大阪府,,https://meta-heroes.co.jp/,2026-06-29
3Volt株式会社,,,,,,,,,,,,,,,,2026-06-29
株式会社ヘルシーホーム,,,,,,,,,,086-262-7560,,建設業,：岡山県,,http://www.healthy-home.co.jp/,2026-06-29
株式会社グルコース,,,,,,,,,,03-3568-2505,,情報通信,東京都,,https://glucose.jp/,2026-06-29
株式会社SHONAI,,,,,,,,,,0235-26-9107,,不動産業,：山形県,,https://shonai.inc/,2026-06-29
ネイス株式会社,,,,,,,,,,,,教育・学習支援業,東京都,,,2026-06-29
SMASH国際監査法人,,,,,,,,,,03-6824-7979,,サービス業,東京都,,https://www.md-cpaoffice.jp/,2026-06-29
一般社団法人AgVenture Lab,,,,,,,,,,,,水産・農林業,東京都,,https://agventurelab.or.jp/,2026-06-29
株式会社ビザスク,,,,,,,,,,,,,東京都,,,2026-06-29
ブリッジコンサルティンググループ株式会社,,,,,,,,,,03-6457-9105,,サービス業,東京都,,https://bridge-group.co.jp/,2026-06-29
株式会社ファイナンス・プロデュース,,,,,,,,,,,,金融・保険業,東京都,,https://finance-produce.com/,2026-06-29
ELEVARE合同会社,,,,,,,,,,050-6862-6369,,情報通信,東京都,,https://elevare-inc.com/,2026-06-29
株式会社サンクゼール,,,,,,,,,,,,,：長野県,,,2026-06-29
株式会社アートリフォーム,,,,,,,,,,,,,大阪府,,,2026-06-29
Spready株式会社,,,,,,,,,,,,情報通信,東京都,,https://spready.co.jp/,2026-06-29
株式会社 NITI Technology,,,,,,,,,,,,サービス業,東京都,,https://nititech.jp/,2026-06-29
株式会社KOTONA,,,,,,,,,,06-6809-3073,,サービス業,、兵庫県,,https://kotona-pr.com/,2026-06-29
株式会社ヤマトバイオレッツ,,,,,,,,,,,,, 福岡県,,,2026-06-29
西日本鉄道株式会社,,,,,,,,,,,,不動産業,：福岡県,,http://www.nishitetsu.jp/,2026-06-29
株式会社クレディセゾン,,,,,,,,,,03-3988-2111,,金融・保険業,東京都,,https://corporate.saisoncard.co.jp/,2026-06-29
株式会社コロプラ,,,,,,,,,,03-6721-7793,,情報通信,東京都,,https://colopl.co.jp/,2026-06-29
セイ・テクノロジーズ株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社シュクレイ,,,,,,,,,,03-6455-4105,,商業（卸売業、小売業）,東京都,,http://www.sucrey.co.jp,2026-06-29
株式会社トドケール,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社JR東日本クロスステーション,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,https://www.jr-cross.co.jp/,2026-06-29
株式会社on the bakery,,,,,,,,,,,,サービス業,神奈川県,,https://www.onthebakery.co.jp/,2026-06-29
株式会社フルノシステムズ,,,,,,,,,,03-5600-5111,,情報通信,東京都,,https://www.furunosystems.co.jp/,2026-06-29
e-dash株式会社,,,,,,,,,,,,情報通信,】宮崎県,,https://e-dash.io/,2026-06-29
株式会社アイデアランプ,,,,,,,,,,,,,東京都,,,2026-06-29
シルバーエッグ・テクノロジー株式会社,,,,,,,,,,06-6386-1931,,情報通信,大阪府,,https://www.silveregg.co.jp/,2026-06-29
株式会社KASHIKA,,,,,,,,,,,,,東京都,,,2026-06-29
DigKnow株式会社,,,,,,,,,,,,,,,,2026-06-29
株式会社Grand Central,,,,,,,,,,052-228-4873,,サービス業,東京都,,https://grandcentral.jp/,2026-06-29
M-SOLUTIONS株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
株式会社アバントグループ,,,,,,,,,,03-6864-0100,,情報通信,東京都,,https://www.avantgroup.com/,2026-06-29
有限会社名古屋工芸,,,,,,,,,,,,,,,,2026-06-29
株式会社Delight,,,,,,,,,,,,情報通信,東京都,,https://delight21.co.jp/,2026-06-29
株式会社コミクス,,,,,,,,,,03-5459-5394,,情報通信,東京都,,https://www.comix.co.jp/,2026-06-29
ZAZA株式会社,,,,,,,,,,,,,：愛知県,,,2026-06-29
株式会社zooba,,,,,,,,,,,,情報通信,東京都,,https://www.zooba.ai/,2026-06-29
株式会社IVRy,,,,,,,,,,050-3204-4610,,サービス業,東京都,,https://ivry.jp/company/,2026-06-29
GMOインターネットグループ,,,,,,,,,,,,,東京都,,,2026-06-29
アイリスオーヤマ株式会社,,,,,,,,,,022-221-3400,,製造業,：宮城県,,http://www.irisohyama.co.jp/,2026-06-29
一般社団法人不動産検査保証機構,,,,,,,,,,06-6760-4088,,財団法人・社団法人・宗教法人,大阪府,,https://www.reiws.or.jp/,2026-06-29
一般社団法人日本DX地域創生応援団,,,,,,,,,,,,情報通信,東京都,,https://digital-supporter.net/,2026-06-29
KLab株式会社,,,,,,,,,,,,情報通信,東京都,,http://www.klab.com/jp/,2026-06-29
株式会社NearMe,,,,,,,,,,,,情報通信,東京都,,https://nearme.jp/,2026-06-29
Ｗｏｒｌｄ　Ｍａｔｃｈａ株式会社,,,,,,,,,,,,,東京都,,https://www.segafredo.jp/,2026-06-29
株式会社BOTANICO,,,,,,,,,,045-900-6747,,情報通信,神奈川県,,https://btnc.co.jp/,2026-06-29
株式会社FLUX,,,,,,,,,,03-6555-2355,,情報通信,東京都,,https://flux.jp/,2026-06-29
株式会社Headline Japan,,,,,,,,,,,,サービス業,京都府,,https://www.ivs.events/,2026-06-29
株式会社LX DESIGN,,,,,,,,,,,,教育・学習支援業,北海道,,https://www.lxdesign.me/,2026-06-29
株式会社セントラルメディエンス,,,,,,,,,,03-5544-9120,,医療・福祉,東京都,,https://centralmedience.com/,2026-06-29
Hmcomm株式会社,,,,,,,,,,,,情報通信,東京都,,https://hmcom.co.jp,2026-06-29
株式会社総合資格,,,,,,,,,,03-3340-2810,,教育・学習支援業,東京都,,https://www.shikaku.co.jp/,2026-06-29
UntroD Capital Japan株式会社,,,,,,,,,,03-6630-1000,,金融・保険業,東京都,,https://www.realtech.holdings/,2026-06-29
株式会社ProNoah,,,,,,,,,,080-7567-1335,,情報通信,：福岡県,,https://www.pronoah.jp/,2026-06-29
セブンセンスマーケティング株式会社,,,,,,,,,,,,,：静岡県,,,2026-06-29
株式会社マネジメントソリューションズ,,,,,,,,,,03-5413-8808,,サービス業,東京都,,https://www.msols.com/,2026-06-29
株式会社ナブアシスト,,,,,,,,,,,,, 群馬県,,,2026-06-29
株式会社WOOC,,,,,,,,,,03-5789-3325,,不動産業,東京都,,https://www.wooc.co.jp/,2026-06-29
株式会社 MUSINSA JAPAN,,,,,,,,,,03-6384-5991,,商業（卸売業、小売業）,東京都,,,2026-06-29
学校法人大阪経済大学,,,,,,,,,,06-6328-2431,,教育・学習支援業,年兵庫県,,https://www.osaka-ue.ac.jp/,2026-06-29
SHOPLIST株式会社,,,,,,,,,,,,情報通信,東京都,,https://shop-list.com/,2026-06-29
合同会社8ed Studio,,,,,,,,,,,,商業（卸売業、小売業）,大阪府,,https://8ed-studio.com,2026-06-29
株式会社アドバンテッジ リスク マネジメント,,,,,,,,,,03-5794-3830,,サービス業,東京都,,https://www.armg.jp/,2026-06-29
ビービーメディア株式会社,,,,,,,,,,03-6712-5011,,情報通信,東京都,,http://www.bbmedia.co.jp/,2026-06-29
株式会社サンコネクション,,,,,,,,,,03-5213-4611,,商業（卸売業、小売業）,東京都,,https://www.sunconnection.co.jp/,2026-06-29
イーベイ・ジャパン株式会社,,,,,,,,,,00-0000-0000,,サービス業,東京都,,https://www.ebay.co.jp/,2026-06-29
アルフレッサ株式会社,,伊藤 晃充,0.66,自社採用ページ深掘り,自社採用ページ,人事部,人事部,https://www.alfresa.co.jp/recruit/student/,"人事部長
 伊藤 晃充",03-3292-3331,,商業（卸売業、小売業）,東京都,,https://www.alfresa.co.jp/,2026-06-29
一般社団法人国際ビジネス連結機構,,,,,,,,,,03-6820-6046,,サービス業,東京都,,https://kokusaibiz.org/,2026-06-29
合同会社JUMP,,,,,,,,,,,,情報通信,東京都,,,2026-06-29
株式会社システムリサーチ,,,,,,,,,,052-413-6820,,情報通信,：愛知県,,https://www.sr-net.co.jp/,2026-06-29
山陰中央テレビジョン放送株式会社,,,,,,,,,,0852-20-8888,,情報通信,都道府県,,http://tsk-tv.com/,2026-06-29
日本ヘルスメイト株式会社,,,,,,,,,,054-254-3000,,商業（卸売業、小売業）,：静岡県,,https://emuart.jp/,2026-06-29
株式会社エーピーコミュニケーションズ,,,,,,,,,,,,,東京都,,,2026-06-29
ワオ株式会社,,,,,,,,,,03-5414-5085,,商業（卸売業、小売業）,東京都,,https://www.wao-cart.com/,2026-06-29
株式会社バイタルケーエスケー・ホールディングス,,,,,,,,,,03-5787-8550,,商業（卸売業、小売業）,報宮城県,,https://www.vitalksk.co.jp,2026-06-29
一建設株式会社,,,,,,,,,,,,不動産業,東京都,,https://www.hajime-kensetsu.co.jp/,2026-06-29
株式会社アセンド,,,,,,,,,,,,,東京都,,,2026-06-29
KDDIアイレット株式会社,,,,,,,,,,,,,,,,2026-06-29
一冨士フードサービス株式会社,,,,,,,,,,06-6458-8801,,サービス業,大阪府,,https://www.ifsco-group.com/,2026-06-29
公益財団法人 日本ケアフィット共育機構,,,,,,,,,,03-6261-2333,,財団法人・社団法人・宗教法人,が山梨県,,https://www.carefit.org/,2026-06-29
株式会社シーエーシー,,,,,,,,,,03-6667-8000,,情報通信,東京都,,https://www.cac.co.jp/,2026-06-29
株式会社イトーキ,,,,,,,,,,,,製造業,東京都,,https://www.itoki.jp/,2026-06-29
株式会社 メガハウス,,,,,,,,,,03-3847-1721,,製造業,東京都,,https://www.megahouse.co.jp/,2026-06-29
公益財団法人国際文化会館,,,,,,,,,,,,財団法人・社団法人・宗教法人,東京都,,https://ihj.global/,2026-06-29
インフィニア株式会社,,,,,,,,,,03-3526-3131,,サービス業,東京都,,http://www.infinia.co.jp/,2026-06-29
株式会社MUSIN,,,,,,,,,,072-449-1540,,商業（卸売業、小売業）,大阪府,,,2026-06-29
大和ハウス工業株式会社,,,,,,,,,,06-6346-2111,,建設業,東京都,,https://www.daiwahouse.co.jp,2026-06-29
ロリー・ジャパン株式会社,,,,,,,,,,,,製造業,,,https://rorryjapan.com/,2026-06-29
株式会社サミーネットワークス,,,,,,,,,,,,,,,,2026-06-29
アイ・ケイ・ケイホールディングス株式会社,,,,,,,,,,050-3539-1122,,サービス業,：佐賀県,,https://www.ikk-grp.jp/index.html,2026-06-29
株式会社グリーンエナジー＆カンパニー,,,,,,,,,,050-1871-0651,,建設業,東京都,,https://green-energy.co.jp/,2026-06-29
株式会社ニューオータニ九州,,,,,,,,,,092-714-1111,,飲食店・宿泊業,地福岡県,,,2026-06-29
三和酒類株式会社,,,,,,,,,,0978-32-1431,,製造業,：大分県,,https://www.sanwa-shurui.co.jp,2026-06-29
株式会社喜多ピーアール,,,,,,,,,,03-5771-5334,,サービス業,東京都,,http://www.kita-pr.co.jp/,2026-06-29
株式会社アース・スター エンターテイメント,,,,,,,,,,03-5561-7630,,情報通信,東京都,,https://www.earthstar.co.jp/,2026-06-29
株式会社 鶴屋吉信,,,,,,,,,,075-441-0105,,製造業,京都府,,http://www.tsuruyayoshinobu.jp/,2026-06-29
株式会社信濃屋食品,,,,,,,,,,03-3412-2448,,商業（卸売業、小売業）,東京都,,https://shinanoya.co.jp/,2026-06-29
株式会社URAKATA,,,,,,,,,,,,サービス業,東京都,,https://urakata-inc.jp/,2026-06-29
株式会社栗山米菓,,,,,,,,,,,,製造業,：新潟県,,https://www.befco.jp,2026-06-29
株式会社ミスズライフ,,,,,,,,,,026-257-1030,,水産・農林業,：長野県,,https://www.misuzu-life.co.jp/,2026-06-29
カーボンリンク株式会社,,,,,,,,,,03-6822-5600,,金融・保険業,東京都,,https://carbonlink.co.jp/,2026-06-29
ハーチ株式会社,,,,,,,,,,,,情報通信,東京都,,https://harch.jp,2026-06-29
日本甜菜製糖株式会社,,,,,,,,,,03-5915-4610,,製造業,東京都,,https://www.nitten.co.jp/,2026-06-29
株式会社田村ビルズグループ,,,,,,,,,,,,, 山口県,,,2026-06-29
浜松ホトニクス株式会社,,,,,,,,,,053-452-2141,,製造業,地静岡県,,https://www.hamamatsu.com/jp/ja.html,2026-06-29
株式会社Splean,,,,,,,,,,,,,,,,2026-06-29
株式会社帝国データバンク,,,,,,,,,,03-5775-3000,,サービス業,北海道,,https://www.tdb.co.jp/index.html,2026-06-29
パナソニックグループ,,,,,,,,,,,,,大阪府,,,2026-06-29
ネクストレベルホールディングス株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
東日本旅客鉄道株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
公益財団法人日本電信電話ユーザ協会,,,,,,,,,,03-5820-2071,,財団法人・社団法人・宗教法人,東京都,,https://www.jtua.or.jp/,2026-06-29
株式会社日比谷花壇,,,,,,,,,,03-5444-8700,,商業（卸売業、小売業）,東京都,,https://hibiya.co.jp/,2026-06-29
LR株式会社,,,,,,,,,,,,,,,,2026-06-29
株式会社さつまいもの石田農園,,,,,,,,,,0478-79-6827,,水産・農林業,：千葉県,,https://ishidanouen.com,2026-06-29
株式会社クラダシ,,,,,,,,,,,,商業（卸売業、小売業）,東京都,,https://corp.kuradashi.jp/,2026-06-29
株式会社リーベルタッド,,,,,,,,,,0297-21-5471,,サービス業,：茨城県,,https://monolith-partners.net/,2026-06-29
株式会社アナログPR,,,,,,,,,,03-6824-2171,,情報通信,東京都,,https://analogpr.co.jp/,2026-06-29
シコー株式会社,,,,,,,,,,06-6345-8456,,製造業,大阪府,,http://www.siko.co.jp/,2026-06-29
株式会社　ヒダカラ,,,,,,,,,,,,,：岐阜県,,,2026-06-29
株式会社ファイバーゲート,,,,,,,,,,03-5733-1969,,情報通信,東京都,,https://www.fibergate.co.jp/,2026-06-29
株式会社エージェント,,,,,,,,,,03-3780-3911,,サービス業,東京都,,http://agent-network.com/,2026-06-29
株式会社ビッグゲート,,,,,,,,,,,,情報通信,北海道,,https://big-gate.co.jp/,2026-06-29
エスイノベーション株式会社,,,,,,,,,,025-211-4096,,サービス業,：新潟県,,https://sinnovation.jp,2026-06-29
ラディソンホテルグループ,,,,,,,,,,,,飲食店・宿泊業,東京都,,,2026-06-29
ブラザー工業株式会社,,,,,,,,,,052-824-2072,,製造業,地愛知県,,https://global.brother/ja,2026-06-29
東京ヴェルディ株式会社,,,,,,,,,,,,,東京都,,,2026-06-29
ギブクリエーション株式会社,,,,,,,,,,06-6684-8781,,サービス業,東京都,,https://givecreation.com/,2026-06-29
キャンピングカー株式会社,,,,,,,,,,03-5577-6245,,サービス業,」埼玉県,,https://camping-car.co.jp/,2026-06-29
株式会社REJECT,,,,,,,,,,03-6824-7230,,サービス業,東京都,,https://reject.co.jp/,2026-06-29
株式会社言歩木,,,,,,,,,,,,,：千葉県,,,2026-06-29
株式会社Synspective,,,,,,,,,,03-6811-1355,,情報通信,東京都,,https://synspective.com/,2026-06-29
株式会社アイアットOEC,,山本 恭久,0.7,自社採用ページ深掘り,自社採用ページ,人事,,https://www.iii-oec.co.jp/recruit/,採用担当課長　山本 恭久,086-227-1133,,情報通信,：岡山県,,https://www.iii-oec.co.jp/,2026-06-29
"Smilegate, Inc., Megaport Branch",,,,,,,,,,,,情報通信,,,https://smilegate.com/jp/,2026-06-29
株式会社ベイシア,,,,,,,,,,027-210-0001,,商業（卸売業、小売業）,：群馬県,,https://www.thespa.co.jp/,2026-06-29
CP One Japan合同会社,,,,,,,,,,,,情報通信,東京都,,https://www.rocketnow.co.jp/,2026-06-29
SOWAKA PTE.LTD.,,,,,,,,,,,,,東京都,,,2026-06-29
独立行政法人都市再生機構,,,,,,,,,,,,不動産業,神奈川県,,,2026-06-29
エリアリンク株式会社,,,,,,,,,,03-3526-8555,,不動産業,東京都,,http://www.arealink.co.jp/,2026-06-29
一般社団法人Ｆａｍｉｅｅ,,,,,,,,,,,,財団法人・社団法人・宗教法人,東京都,,https://www.famiee.com/,2026-06-29
