企業名,法人番号,採用担当者名,担当者確度,取得手法,取得元,役職,部署,根拠URL,根拠,電話番号,従業員数,業種,都道府県,新卒フラグ,公式URL,取得日
田辺薬局株式会社,1010001090468,,,,,,,,,03-5565-7840,623,調剤薬局の運営,東京都中央区築地４丁目３番８号,,https://www.tnb.co.jp/,2026-06-25
株式会社有沢製作所,1110001018789,,,,,,,,,025-524-5121,670,電子材料、産業用構造材料、電気絶縁材料、ディスプレイ材料などの製造・販売,新潟県上越市南本町１丁目５番５号,,https://www.arisawa.co.jp/,2026-06-25
株式会社共和コーポレーション,1100001000797,,,,,,,,,026-227-1301,961,アミューズメント施設・バッティングセンター・ ボウリング場の運営／ゲーム関連機器の販売／ アミューズメント施設管理委託／,長野県長野市若里３丁目１０番２８号,,https://www.kyowa-corp.co.jp/,2026-06-25
株式会社ＵＬ　Ｊａｐａｎ,1190001006514,,,,,,,,,03-5293-6200,600,製品安全試験・認証、EMC（電磁環境両立性）測定・評価、セミナー提供,三重県伊勢市朝熊町４３８３番３２６,,https://japan.ul.com/,2026-06-25
昭和コンクリート工業株式会社,2200001002601,,,,,,,,,058-255-3333,792,ＰＣ橋梁・コンクリート二次製品などの設計施工製造販売,岐阜県岐阜市香蘭１丁目１番地,,https://www.showa-con.co.jp/,2026-06-25
株式会社扇港電機,2190001015290,,,,,,,,,059-353-1711,925,電気設備資材・機器卸売,三重県四日市市北浜町８番１６号,,https://www.senko-grp.co.jp/,2026-06-25
タカラバイオ株式会社,1160001002490,,,,,,,,,077-565-6920,800,研究用試薬、理化学機器の開発製造販売、再生医療等製品の開発製造支援サービス、遺伝子解析受託サービス、遺伝子治療の臨床開発,滋賀県草津市野路東７丁目４番３８号,,https://www.takara-bio.co.jp/ja/index.html,2026-06-25
株式会社近畿予防医学研究所,2160001000535,,,,,,,,,077-522-7664,588,臨床検査事業 調剤薬局事業 福祉用具、介護用品の販売、レンタル事業 サービス付き高齢者向け住宅の事業 通所介護、訪問介護,滋賀県大津市湖城が丘１９番９号,,https://www.kinkiyoken.co.jp/,2026-06-25
株式会社新来島どっく,1010001045595,,,,,,,,,0898-36-5511,850,各種船舶の建造、修理及び解体、船舶用機器並びにその他諸機械の製造及び修理,愛媛県今治市大西町新町甲９４５番地,,https://www.skdy.co.jp/,2026-06-25
福島日産自動車株式会社,2380001001511,,,,,,,,,024-523-2111,640,自動車販売（新車・中古車・フォークリフト） 自動車整備、自動車部品・用品販売,福島県福島市北町２番３２号,,https://ni-fukushima.nissan-dealer.jp/,2026-06-25
株式会社スマイルクルー,1020001094146,,,,,,,,,052-533-3399,438,労働者派遣事業、 有料職業紹介事業、 保育園及び学童保育運営・受託事業、 保育士、外国語講師の育成・指導及び養成に関する,神奈川県横浜市神奈川区栄町３番地４パシフィックマークス横浜イースト１１階,,https://smilecrew.co.jp/,2026-06-25
株式会社京滋マツダ,2130001024529,,,,,,,,,0120-203-751,410,自動車販売 自動車修理 自動車レンタル 損害保険代理業,京都府京都市南区吉祥院向田西町１番地,,https://website.keiji-mazda.jp/,2026-06-25
南北ビルセイビ株式会社,1120001039363,,,,,,,,,080-0200-6441,386,ビルメンテナンス業 ・ビルクリーニング ・設備保守管理 ・施設警備 ・環境衛生管理 ・植栽管理,大阪府大阪市浪速区難波中２丁目７番１０号,,https://nanboku-bs.co.jp/,2026-06-25
株式会社近藤紡績所,1180001035935,,,,,,,,,0261-23-3511,328,繊維工業及び繊維製品の輸入販売、不動産貸付,愛知県名古屋市中区丸の内２丁目１８番２５号,,https://www.kondobo.co.jp/,2026-06-25
株式会社嘉文,1180001014286,,,,,,,,,052-692-7888,300,飲食店・生鮮食品販売,愛知県名古屋市南区明治２丁目４番６号,,http://www.kamon-group.com/,2026-06-25
ラブリー株式会社,1020001012776,,,,,,,,,045-845-5361,462,一般衣料クリーニング業・リラクゼーションサロン・ネイルサロンの運営,神奈川県横浜市西区中央２丁目３９番１２号,,http://www.lovely-cl.co.jp/,2026-06-25
中央精版印刷株式会社,1030001020480,,,,,,,,,048-421-1611,391,一般書籍の印刷・製本加工,埼玉県戸田市美女木東１丁目１番地の１１,,https://www.seihan.co.jp/,2026-06-25
阪神高速トール神戸株式会社,1140001028546,,,,,,,,,078-252-7755,417,有料道路における料金収受業務,兵庫県神戸市中央区雲井通４丁目２番２号,,https://www.hanshin-tollkobe.co.jp/,2026-06-25
株式会社成基,1130001003203,,,,,,,,,0120-578-380,439,学習塾の運営 保育園の運営,京都府京都市中京区烏丸通二条上る蒔絵屋町２６５番地２ＳＣＧビル,,https://www.seiki.co.jp/,2026-06-25
アーキスプランニング株式会社,1130001004300,,,,,,,,,075-693-0366,428,ビルの総合的な管理,京都府京都市南区西九条東島町１７番地１１,,http://www.ap-kyoto.com/,2026-06-25
株式会社ニューオータニ九州,1290001010423,,,,,,,,,092-714-1111,385,宿泊業,福岡県福岡市中央区渡辺通１丁目１番２号,,https://www.kys-newotani.co.jp/hakata/,2026-06-25
株式会社ルルアーク,1290001003427,,,,,,,,,092-611-5221,385,アミューズメント施設の企画・運営 カプセルトイショップの企画・運営,福岡県福岡市東区松島３丁目３０番２３号,,https://www.luluarq.co.jp/,2026-06-25
積水ハウス建設九州株式会社,1290001017773,,,,,,,,,0120-979-711,317,積水ハウスの新築・リフォーム 在来住宅のリフォーム・エクステリア他,福岡県福岡市博多区井相田２丁目１０番１３号,,https://www.sekisuihouse-k.jp/company/kyushu/,2026-06-25
株式会社あいネットサービス,1080001002251,,,,,,,,,054-285-1414,440,冠婚葬祭業及び介護・ホテル事業,静岡県静岡市駿河区宮本町８番１０号,,http://www2.ainetgrp.co.jp/,2026-06-25
株式会社大富,1290001036286,,,,,,,,,092-941-3311,373,一般貨物自動車運送事業,福岡県古賀市薬王寺１３４８番地１,,https://www.oh-tomi.co.jp/,2026-06-25
株式会社中島屋ホテルズ,1080001002895,,,,,,,,,054-253-1151,468,ホテル・レストランの経営及び運営,静岡県静岡市葵区紺屋町３番地の１０,,https://www.sn-hotels.com/,2026-06-25
株式会社ユーマート,1080001009379,,,,,,,,,054-351-2153,408,スーパーマーケット、お持ち帰り寿司の製造・販売、酒類販売,静岡県静岡市清水区有東坂２丁目５１４番地の１,,https://www.u-mart.co.jp/,2026-06-25
株式会社明乳松浦,1240001032356,,,,,,,,,084-925-1703,350,牛乳・乳製品の卸売・小売 （自動販売機管理・牛乳配達ほか）,広島県福山市南蔵王町２丁目１２番２２号,,http://meinyuu-matsuura.co.jp/,2026-06-25
清和海運株式会社,1080001008463,,,,,,,,,054-288-2741,430,一般港湾運送事業、倉庫業、通関業、船舶代理店業、航空貨物取扱業、自動車運送取扱業,静岡県静岡市清水区日の出町４番１８号,,http://www.seiwa-kaiun.co.jp/,2026-06-25
国分東北株式会社,1370001001380,東北は,0.7,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.kokubu.co.jp/touhoku/recruit/,"採用担当
 
 
 東北は",0120-417-592,328,,宮城県仙台市宮城野区榴岡５丁目１番３５号５階,,https://www.kokubu.co.jp/touhoku/,2026-06-25
おのみちバス株式会社,1240001039244,,,,,,,,,0848-46-4301,330,客自動車運送事業（路線バス・貸切バス）、総合旅行業、売店業、受託事業（千光寺山ロープウェイ・尾道市放課後児童クラブ運営等,広島県尾道市東尾道１８番地１,,https://onomichibus.jp/,2026-06-25
株式会社加賀田組,1110001001051,秋山,0.7,自社採用ページ深掘り,自社採用ページ,人事部,管理本部人事部,https://www.kagata.co.jp/page/recruitNew,人事部　秋山・田中,025-247-8188,433,総合建設業,新潟県新潟市中央区万代４丁目５番１５号,,https://www.kagata.co.jp/,2026-06-25
日軽新潟株式会社（閉鎖）,1110001006604,,,,,,,,,025-255-3141,421,アルミニウム関連製品の製造・販売,新潟県新潟市北区太郎代１５７２番地１９,,https://www.nikkei-niigata.co.jp/,2026-06-25
弘進ゴム株式会社,1370001002973,,,,,,,,,022-214-3011,334,ゴム・プラスチック製品の製造卸売,宮城県仙台市若林区河原町２丁目１番１１号,,http://www.kohshin-grp.co.jp/,2026-06-25
仙台交通株式会社,1370001002420,,,,,,,,,022-243-2174,311,?地下鉄関連施設及び車両の保守管理 ?バス・地下鉄関連施設及び地下鉄車両の清掃 ?バス車両整備 ?乗車券販売等及び乗客サ,宮城県仙台市泉区泉中央１丁目８番地の３,,http://sendaikotsu.co.jp/,2026-06-25
株式会社クリエイティブヨーコ,1100001000847,,,,,,,,,026-226-2001,500,ペットグッズ、なごみ雑貨の企画販売,長野県長野市大字高田６６７番地１６,,https://www.creativeyoko.co.jp/,2026-06-25
株式会社ワイエムフーズ,1110001011546,,,,,,,,,0250-67-2821,330,鶏卵加工品の製造販売,新潟県阿賀野市京ヶ瀬工業団地３６１０番地１５７,,http://www.ymfoods.co.jp/,2026-06-25
株式会社津山商店,1110001026412,,,,,,,,,025-788-0521,330,福祉・医療・学校・事業所等の給食業務の受託 各種イベントのプロデュースおよびケータリングサービス 給食材料の供給,新潟県南魚沼市浦佐５５８２番地１,,http://www.tsuyamagroup.co.jp/,2026-06-25
マルイチ・ロジスティクス・サービス株式会社,1100001004732,,,,,,,,,026-286-0501,375,普通倉庫業 冷蔵倉庫業 物流センター業務受託,長野県長野市市場３番地４３,,https://maruichi-logistics.com/,2026-06-25
多摩川マイクロテップ株式会社,1100001022305,,,,,,,,,0265-23-3155,368,ＨＶ自動車用角度センサ（エンジン部，パワーステアリング部）、鉄道車輌用センサ（速度，車体傾斜，車軸温度）、航空機用モータ,長野県飯田市毛賀１０２０番地,,https://www.tamagawa-microtep.co.jp/,2026-06-25
アート梱包運輸株式会社,1100001010739,,,,,,,,,0268-67-0345,310,・一般貨物運送事業 ・納入代行事業 ・倉庫業 ・貨物自動車取扱事業 ・アグリ事業,長野県東御市八重原３５１０番地１,,https://www.art-konpoh.co.jp/company/about_us/,2026-06-25
株式会社喜久家,1200001001546,,,,,,,,,052-587-2680,321,株式会社喜久家 資本金 5000万円 事業内容　遊技場経営、貸ビル不動産業、飲食事業 設立 1952年(昭和27,岐阜県岐阜市神田町９丁目１６番地,,https://www.p-kikuya.co.jp/,2026-06-25
株式会社オオケン,1240001001765,,,,,,,,,082-263-1355,709,ビルの設備管理・警備・清掃等行う総合ビルメンテナンス業 指定管理者事業,広島県広島市南区松川町５番９号,,http://oken-co.jp/,2026-06-25
株式会社安永,1190001008733,,,,,,,,,0595-24-2160,583,エンジン部品、工作機械の製造販売 ワイヤソー本体及びその加工用工具部品の製造・販売 検査測定装置の製造・販売,三重県伊賀市緑ケ丘中町３８６０番地,,https://www.fine-yasunaga.co.jp/,2026-06-25
ジョルジオアルマーニジャパン株式会社,1010001019962,,,,,,,,,0120-433-701,720,イタリア・アルマーニ製品の輸入、小売／卸売販売,東京都中央区銀座５丁目５番４号,,https://www.armani.com/ja-jp/,2026-06-25
大阪エムケイ株式会社,1120001036971,,,,,,,,,0120-405-644,514,一般乗用旅客運送事業（タクシー、ハイヤー）,大阪府大阪市西成区北津守２丁目１番２１,,https://www.mk-group.co.jp/osaka/,2026-06-25
中電不動産株式会社,1180001016200,,,,,,,,,080-8661-0129,622,・不動産業 不動産の売買・賃貸借・交換・仲介・管理・運営、建物の警備 ・建設業 建築・設備・土木・緑化・造,愛知県名古屋市中区栄２丁目２番５号,,https://www.chudenfudosan.co.jp/,2026-06-25
スバル東海株式会社,1180001013049,,,,,,,,,052-901-8611,843,スバル（新車・中古車）の販売、修理・整備、関連部品用品の販売、保険代理店業務　など,愛知県名古屋市北区落合町２３３番地,,https://www.nagoya-subaru.co.jp/,2026-06-25
株式会社大同ライフサービス,1180001014798,,,,,,,,,052-611-8841,508,不動産業,愛知県名古屋市南区大同町４丁目７番地,,https://www.daidolife.co.jp/,2026-06-25
イチビキ株式会社,1180001021522,,,,,,,,,052-671-9111,646,調味料・加工食品の製造・販売,愛知県名古屋市熱田区新尾頭１丁目１１番６号,,https://www.ichibiki.co.jp/,2026-06-25
株式会社ジェイアール東海高島屋,1180001030531,,,,,,,,,052-566-8879,949,百貨店業、不動産賃貸業,愛知県名古屋市中村区名駅１丁目１番４号,,https://www.jr-takashimaya.co.jp/,2026-06-25
株式会社ワールドツール,1010401117787,,,,,,,,,048-501-7871,800,自動車整備用工具販売,埼玉県深谷市白草台２９０９番地５０,,https://www.astro-p.co.jp/,2026-06-25
株式会社マツヤスーパー,1130001013359,,,,,,,,,075-501-3388,941,スーパーマーケットの経営、ショッピングセンターの運営・開発,京都府京都市山科区竹鼻地蔵寺南町９番地１,,http://www.matsuyasuper.co.jp/,2026-06-25
Ｐ＆Ｇジャパン合同会社,1140001024801,,,,,,,,,078-336-6000,721,日本における洗濯洗浄関連製品・紙製品・医薬部外品・化粧品・小型家電製品などの販売、輸出入,兵庫県神戸市中央区小野柄通７丁目１番１８号,,https://jp.pg.com/,2026-06-25
ニデックテクノモータ株式会社,1130001044180,,,,,,,,,050-3100-1118,721,空調用・家電用・産業用各種中・小型モータ、電動工具、モータ応用機器等の開発、製造、販売,京都府京都市南区久世殿城町３３８番地,,https://www.nidec.com/jp/nidec-technomotor/,2026-06-25
西日本フード株式会社,1290001022575,,,,,,,,,092-291-6500,605,日本ハムグループが国内外で生産・輸入する食肉商品を量販店・食肉店・外食産業などに販売する全国ネットの総合食肉ディーラー,福岡県福岡市博多区冷泉町２番１号博多祇園Ｍ－ＳＱＵＡＲＥ４階,,https://www.nfgroup.co.jp/westfood/,2026-06-25
カンケンテクノ株式会社,1130001030783,,,,,,,,,075-955-8823,643,排ガス処理装置、VOC処理装置、脱臭装置等の製造販売,京都府長岡京市神足太田３０番地２,,https://www.kanken-techno.co.jp/,2026-06-25
株式会社河野,1240001003357,,,,,,,,,082-814-1771,518,貨物運送事業,広島県広島市安佐北区亀山７丁目１０番２１号,,https://www.transport-kono.com/,2026-06-25
西部運輸株式会社,1240001031060,,,,,,,,,084-954-6540,937,道路貨物運送事業,広島県福山市箕沖町１０５番地の１７,,https://seibu-trans.jp/,2026-06-25
株式会社Ｂ・Ｉ,1370001005910,,,,,,,,,022-232-7329,610,道路貨物自動車運送事業。加工食品等の入出荷管理及び配送,宮城県仙台市宮城野区扇町３丁目１番１号,,http://www.biunsou.co.jp/,2026-06-25
株式会社デンソーワイズテック,1200001018152,,,,,,,,,0574-60-5220,760,各種メーター、自動車電子部品（回路） 各種センサ、各種ワイヤーハーネスの製造,岐阜県可児市姫ケ丘３丁目１番地,,https://www.denso-wisetech.co.jp/,2026-06-25
三重交通コミュニティ株式会社,1190001000351,,,,,,,,,059-253-4051,802,分譲マンションの総合管理 ビルの総合管理 商業施設の総合管理 賃貸管理 警備業 不動産の売買及び仲介,三重県津市丸之内９番１８号,,https://www.sanco-com.co.jp/,2026-06-25
株式会社日本フードリンク,1110001004293,,,,,,,,,025-282-7023,960,病院・福祉施設・学校等における給食受託業務、食品加工業、自動販売機設置斡旋事業 毎日の食事が、健康な身体を作ります。,新潟県新潟市東区津島屋６丁目９９番地１,,https://www.j-foodrink.co.jp/,2026-06-25
株式会社アート,1010701014775,,,,,,,,,03-3447-1401,100,セキュリティ製品の製造・販売,神奈川県川崎市中原区市ノ坪３２２番地７,○,https://www.art-japan.co.jp/company/active_promotion,2026-06-25
株式会社イボキン,1140001038603,,,,,,,,,0791-72-5088,150,1、鉄、非鉄スクラップ収集運搬、加工、リサイクル 2、一般廃棄物の収集運搬、中間処理 3、産業廃棄物の収集運搬、中間処理,兵庫県たつの市揖保川町正條３７９番地,○,https://www.ibokin.co.jp/,2026-06-25
株式会社ＮＴＴデータ・エム・シー・エス,1040001036848,,,,,,,,,047-365-4820,116,・コンピュータとその関連機器および情報通信ネットワーク利用によるデータ処理に関する受託業務 ・コンピュータとその関連機器,千葉県松戸市松戸２０５９番地,○,https://www.mcserve.co.jp/,2026-06-25
株式会社赤福,1190001006381,,,,,,,,,0596-22-2154,590,菓子の製造・販売,三重県伊勢市宇治中之切町２６番地,,https://www.akafuku.co.jp/,2026-06-25
ダイキンＭＲエンジニアリング株式会社,1120001133315,田中,0.7,自社採用ページ深掘り,自社採用ページ,人事,,https://www.dmre.daikin.co.jp/recruit/,人事グループ田中,06-4805-7291,127,船舶用空調装置エンジニアリング 船舶用冷凍装置エンジニアリング,大阪府大阪市淀川区西中島５丁目５番１５号,○,https://www.dmre.daikin.co.jp/,2026-06-25
株式会社テレコムスクエア,1010001026918,,,,,,,,,03-3239-3278,111,情報通信サービス,東京都千代田区三番町８番地１,○,https://www.telecomsquare.net/aboutus/ge_actionplan/,2026-06-25
コーホク印刷株式会社,1260001002373,,,,,,,,,086-255-1212,103,印刷業,岡山県岡山市北区高柳東町１０番２７号,○,https://www.kohhoku.co.jp/,2026-06-25
関場建設株式会社,1380001015636,坪井,0.82,自社採用ページ深掘り,自社採用ページ,採用担当,,https://www.sekiba.co.jp/recruit/,採用担当の坪井です,0244-25-2525,133,土木工事、建築工事、住宅建築・リフォ－ム工事,福島県南相馬市原町区錦町１丁目１番地,○,https://www.sekiba.co.jp/,2026-06-25
札幌日信電子株式会社,2430001020233,,,,,,,,,011-855-6781,111,■信号機器、情報制御機器の製造、販売、設置ならびに保守・ 駅務システムの保守 ・改札機・券売機・精算機・その他,北海道札幌市豊平区月寒東四条８丁目６番５号,○,https://www.sapporo-nisshin.co.jp/,2026-06-25
株式会社イナハラ,1140001006205,,,,,,,,,078-231-4088,106,ＩＴ・オフィス機器の販売と保守メンテナンス オフィスデザインの提案,兵庫県神戸市中央区磯上通４丁目１番２６号,○,https://www.inahara.co.jp/,2026-06-25
内村酸素株式会社,3330001000450,,,,,,,,,096-371-8730,117,医療、造船、鉄構、自動車、食品、半導体関連等の卸売業,熊本県熊本市中央区本荘５丁目１３番１８号,○,https://www.uchimura-sanso.co.jp/,2026-06-25
株式会社エージェンシーアシスト,1130001013945,,,,,,,,,0774-51-1839,150,産業用機械部品の調達支援および検査,京都府久世郡久御山町佐古外屋敷６６番地の１,○,https://www.agency-assist.co.jp/recruit/,2026-06-25
共栄株式会社,1140001007137,,,,,,,,,078-321-2121,146,鉄、非鉄金属、軽金属、並びにその屑の買入販売、及び加工販売,兵庫県神戸市中央区栄町通２丁目３番９号共栄ビル,○,http://www.kyoyei.com/,2026-06-25
船橋興産株式会社,1040001019365,,,,,,,,,047-433-5581,110,廃棄物処理業,千葉県船橋市高瀬町３１番地２,○,https://funabashikousan.co.jp/,2026-06-25
株式会社クエリー,1021001019662,,,,,,,,,045-228-7250,130,情報処理サービス（ソフトウェア開発および受託） コンピュータの導入および利用に関するコンサルティング コンピュータ・通信,神奈川県横浜市西区みなとみらい４丁目６番２号みなとみらいグランドセントラルタワー４階,○,https://www.query.jp/health/,2026-06-25
グローブシップ総合管理株式会社,1010001062434,,,,,,,,,03-6630-0830,150,総合ビル管理,東京都港区芝４丁目１１番３号,○,https://www.gs-tm.jp/,2026-06-25
株式会社竹花組,1100001007330,,,,,,,,,0267-53-2345,102,1.　土木構造物の請負施工 2.　建築物の設計及び請負施工 3.　建設関連資材（生コン、アスファルト合材、砕石、石油製品,長野県佐久市望月３０番地１,○,https://www.takehanagumi.co.jp/,2026-06-25
株式会社グラファイトデザイン,1030001090714,,,,,,,,,0494-62-2800,130,1.ゴルフクラブシャフトの製造・販売 2.ゴルフクラブの組立加工 3.その他炭素繊維(カーボン繊維)を使用した各種パイプ,埼玉県秩父市太田２４７４番地１,○,https://www.gd-inc.co.jp/,2026-06-25
株式会社秀光,1020001077472,,,,,,,,,044-543-5320,120,家具類製造・加工・販売,神奈川県川崎市幸区堀川町５８０番地,○,https://www.shukoh.co.jp/,2026-06-25
株式会社アスピア,1100001014038,,,,,,,,,0263-32-8855,129,建設業,長野県松本市宮渕１丁目３番３０号,○,https://asupia.co.jp/,2026-06-25
ピコシステム株式会社,2260001005516,,,,,,,,,086-246-1221,141,システム設計及びプログラム開発、コンピューター・コピー・ファクシミリ・ＯＡ機器販売および保守管理、パソコン教室、ドコモシ,岡山県岡山市南区西市９８番地の４,○,https://www.picosystem.co.jp/,2026-06-25
株式会社ユニオン,1200001005687,,,,,,,,,058-253-3111,125,建設コンサルタント・測量業・補償コンサルタント,岐阜県岐阜市西河渡２丁目５７番地,○,https://www.theunion.co.jp/,2026-06-25
三展ミネコンサルタント株式会社,1050001010315,,,,,,,,,029-826-2536,125,建設コンサルタント業務,茨城県土浦市桜町４丁目１１番１４号,○,https://www.santenmine.co.jp/,2026-06-25
株式会社タイセークリーン,1380001005678,,,,,,,,,024-947-1166,133,建物清掃業 産業廃棄物処理業 警備業,福島県郡山市安積町長久保３丁目１２番地１６,○,https://taisee-clean.co.jp/,2026-06-25
埼玉西ヤクルト販売株式会社,1030001026924,,,,,,,,,048-830-8151,131,,埼玉県入間市高倉５丁目１１番１号,,https://www.pref.saitama.lg.jp/,2026-06-25
永大化工株式会社,1120001019704,,,,,,,,,06-6791-3355,145,プラスチック成形品製造・販売,大阪府大阪市平野区平野北２丁目３番９号,○,https://www.eidaikako.co.jp/,2026-06-25
八十二リース株式会社,1100001002835,,,,,,,,,026-223-0082,149,,長野県長野市大字中御所岡田２１８番地１４,,https://bank.82group.jp/index.html,2026-06-25
日信防災株式会社,1010001025449,,,,,,,,,03-3862-4171,156,防災システム及び駐車場システムの設計・施工・販売・保守,東京都千代田区岩本町３丁目２番４号,○,https://www.nissin-b.co.jp/,2026-06-25
株式会社アビリブ,1180001056163,,,,,,,,,011-596-6914,168,ＷＥＢ制作事業、システム開発事業、ＡＳＰ（予約システム）事業、モバイルソリューション事業、ＷＥＢコンサルティング事業他,愛知県名古屋市中区栄５丁目２８番１２号名古屋若宮ビル１１階,○,https://www.ab-net.co.jp/,2026-06-25
大和機工株式会社,1180001092588,,,,,,,,,0562-47-2161,180,建設機械・産業機械・電子機器等の製造、販売、修理、リース,愛知県大府市梶田町１丁目１７１番地,○,https://www.daiwakiko.co.jp/,2026-06-25
株式会社渡商会,2020001024960,鈴木,0.7,自社採用ページ深掘り,自社採用ページ,中途採用,,https://www.watari.co.jp/recruit/recruitment,採用担当：鈴木,045-441-1321,151,1．高圧ガス、化学品、関連機械機器、石油類の販売 2．設備工事の設計、施工 3．ガス関連設備の開発・設計・施工・保守管理,神奈川県横浜市神奈川区子安通２丁目２３４番地,○,https://www.watari.co.jp/,2026-06-25
株式会社日新システムズ,2130001018398,,,,,,,,,075-344-7880,223,(1) 制御系・組込系ソフトウェアの受託開発 (2) ソフトウェアライセンスの販売 (3) ＥＭＳ関連機器、ネットワーク,京都府京都市下京区堀川通綾小路下る綾堀川町２９３番地の１,○,https://www.co-nss.co.jp/company/,2026-06-25
富士テクノロジー株式会社,1080001012804,,,,,,,,,054-204-2001,220,情報サービス業,静岡県静岡市駿河区南町１８番１号,○,https://fut.co.jp/,2026-06-25
サンライズ・エンジニアリング株式会社,1010001123335,,,,,,,,,04-7181-8222,171,電気工事業、電気通信工事業,東京都中央区日本橋小舟町２番９号,○,https://sec-sunrise.co.jp/,2026-06-25
東光印刷株式会社,1240001007440,,,,,,,,,082-501-0780,175,,広島県広島市西区商工センター７丁目５番１５号,○,https://www.tokoinsatsu.co.jp/,2026-06-25
宮城日野自動車株式会社,1370001005258,,,,,,,,,022-235-3121,231,自動車販売・整備業,宮城県仙台市宮城野区扇町１丁目７番３６号,○,https://www.miyagi-hino.co.jp/index.html,2026-06-25
株式会社オービス,1240001030054,,,,,,,,,084-934-2621,222,梱包用材等の製造、販売、プレハブハウスの製造、販売、仮設建物等のリース、一般建築及び太陽光発電システムの請負、自然エネル,広島県福山市松永町６丁目１０番１号,○,https://www.orvis.co.jp/,2026-06-25
愛媛トヨペット株式会社,1500001000807,,,,,,,,,089-972-0426,240,自動車販売及び整備,愛媛県松山市空港通５丁目７番９号,○,https://www.e-tp.jp/corporate/csr,2026-06-25
東洋株式会社,1460101001189,松尾 くみ,0.7,自社採用ページ深掘り,自社採用ページ,人事部,人事部,https://www.toyo.ac.jp/recruit/staff,"人事課
松尾 くみ",03-3945-8172,150,,北海道帯広市西十条南９丁目７番地,,https://www.toyo.ac.jp/,2026-06-25
愛媛トヨタ自動車株式会社,2500001000806,,,,,,,,,0120-333-125,216,販売業（車両・保険・情報端末機器等）車両整備等,愛媛県松山市宮田町１０９番地の１,○,https://www.ehime-toyota.co.jp/,2026-06-25
株式会社アサプリ,2190001013443,,,,,,,,,0594-23-5471,164,印刷業,三重県桑名市大字安永９２３番地,○,https://www.asapri.co.jp/,2026-06-25
ムラタ計測器サービス株式会社,2020001008096,,,,,,,,,078-221-7071,107,環境計量証明業,神奈川県横浜市戸塚区秋葉町１５番,,https://muratanet.jp/,2026-06-25
深川医療器株式会社,1240001017514,,,,,,,,,06-6131-4550,102,福祉用具レンタル・販売 医療・介護施設への物品販売,広島県広島市西区商工センター４丁目１５番１７号,,https://osaka-info.jp/,2026-06-25
ライラック興業株式会社,2430001018120,,,,,,,,,03-5719-1593,130,下水道施設維持管理、建物清掃・設備保守管理業務等,北海道札幌市東区東雁来九条３丁目１番３０号,,https://www.i879.com/,2026-06-25
滋賀日野自動車株式会社,1160001014544,,,,,,,,,077-528-4454,115,,滋賀県栗東市小柿３丁目２番３０号,,https://www.pref.shiga.lg.jp/,2026-06-25
高沢産業株式会社,2100001001852,,,,,,,,,026-228-0777,120,鉄鋼原料卸売 アスファルト合材製造・工事 セメント、生コン、建設資材卸売 OA機器販売・リース,長野県長野市南千歳１丁目１５番地３,,https://www.takasawa.co.jp/,2026-06-25
フクダ電子西部南販売株式会社,1330001004032,,,,,,,,,03-3815-2121,110,医療機器販売業,熊本県熊本市中央区帯山２丁目５－２７,,https://www.fukuda.co.jp/,2026-06-25
東邦福島株式会社,1380001009126,,,,,,,,,0120-104-310,102,各種高圧ガス販売及び関連機器等の販売,福島県郡山市横塚３丁目１２番１６号,,https://www.tohobank.co.jp/,2026-06-25
株式会社アークス,1430001018377,,,,,,,,,011-530-1000,105,,北海道札幌市中央区南十三条西１１丁目２番３２号,,https://www.arcs-g.co.jp/,2026-06-25
鉄鋼処理産業株式会社,1290801012296,,,,,,,,,03-5259-5202,138,金属精錬業、製造業,福岡県北九州市若松区南二島２丁目２２番１１号,,https://www.japanmetaldaily.com/,2026-06-25
宮城熊さん株式会社,2370001002378,,,,,,,,,022-211-2111,100,麺類及び業務用食品の卸売業・飲食業,宮城県仙台市太白区西多賀５丁目１８番１１号,,https://www.pref.miyagi.jp/,2026-06-25
日本連合警備株式会社,1080001013224,,,,,,,,,03-5253-2111,129,総合警備業,静岡県島田市中河町８９６８番地の７,,https://www.cao.go.jp/,2026-06-25
住商エアロシステム株式会社,1010001020185,,,,,,,,,03-6551-2074,167,航空機器、航空機用及び船舶用エンジン、宇宙衛星機器、車両、通信電子機器、レーダー、特機等の貿易、国内販売及び保守整備業務,東京都千代田区一ツ橋１丁目２番２号,○,https://www.sc-aero.co.jp/,2026-06-25
朝日金属株式会社,1180001011481,,,,,,,,,052-901-2111,240,製鋼原料加工、販売、他,愛知県名古屋市北区六が池町５５５番地,○,http://www.asahi-metal.com/,2026-06-25
株式会社つむら工芸,1120001045502,,,,,,,,,06-6448-2761,178,メディア、舞台、その他エンターテイメント向けの造形物製作事業,大阪府大阪市西区京町堀２丁目１２番２４号,○,https://tsumura-kogei.com/recruitwork/,2026-06-25
株式会社チップトン,1180001014914,,,,,,,,,03-6696-0633,210,産業機械・付帯装置、研磨材・セラミックス製品の開発、製造、販売。 ＜産業機械・付帯装置＞ ・表面処理装置（バレル研磨機,愛知県名古屋市南区豊田３丁目１９番２１号,○,https://www.tipton.co.jp/,2026-06-25
