企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
東京貿易テクノシステム株式会社,1010001061642,,,,水原弘人,info@tbts.co.jp,0.4,,046-246-3956,https://www.tbts.co.jp/,C,gBizINFO,https://www.tbts.co.jp/,人事部 ご採用ご担当者様,,東京都中央区京橋２丁目２番１号,128,,1994,2026-06-14T18:25:21.576Z
株式会社第一ビルデイング,1010001065445,,,,明石衛,info@dai-ichi-building.co.jp,0.4,,03-6773-7200,https://www.dai-ichi-building.co.jp/,C,gBizINFO,https://www.dai-ichi-building.co.jp/,人事部 ご採用ご担当者様,・不動産の賃貸 ・不動産の取得、所有および処分 ・不動産の管理および賃貸借の受託 ・不動産の仲介 ・不動産に関する企画・,東京都品川区大崎１丁目２番２号,515,,1956,2026-06-14T18:25:23.158Z
グローブシップ総合管理株式会社,1010001062434,,,,新井一広,info@gs-tm.jp,0.4,,03-6630-0830,https://www.gs-tm.jp/,C,gBizINFO,https://www.gs-tm.jp/,人事部 ご採用ご担当者様,総合ビル管理,東京都港区芝４丁目１１番３号,150,,1973,2026-06-14T18:25:26.298Z
株式会社ＮＴＴドコモ,1010001067912,,,,吉澤和弘,info@nttdocomo.co.jp,0.4,,03-5156-1111,https://www.docomo.ne.jp/,C,gBizINFO,https://www.docomo.ne.jp/,人事部 ご採用ご担当者様,携帯電話事業を主な事業とし、その主要な営業種目は次のとおりです。 ■通信事業 携帯電話サービス（５G サービス、LTE,東京都千代田区永田町２丁目１１番１号,13896,,1991,2026-06-14T18:25:27.970Z
株式会社一六堂,1010001065395,,,,柚原洋一,info@ichirokudo.com,0.4,,03-3510-6116,https://www.ichirokudo.com/,C,gBizINFO,https://www.ichirokudo.com/,人事部 ご採用ご担当者様,飲食店の経営,東京都中央区八重洲１丁目６番１号ＴＯＦＲＯＭ・ＹＡＥＳＵ・ＴＯＷＥＲ９階,270,,,2026-06-14T18:25:28.309Z
株式会社プロシップ,1010001073852,,,,鈴木資史,info@proship.co.jp,0.4,,050-1791-3001,https://www.proship.co.jp/,C,gBizINFO,https://www.proship.co.jp/,人事部 ご採用ご担当者様,ソフトウェアパッケージ開発・販売,東京都千代田区飯田橋３丁目８番５号,276,,,2026-06-14T18:25:28.924Z
株式会社ＲＤサポート,1010001078018,,,,大澤裕樹,info@rdsupport.co.jp,0.4,,03-6631-7300,https://www.rdsupport.co.jp/,C,gBizINFO,https://www.rdsupport.co.jp/,人事部 ご採用ご担当者様,■労働者派遣事業 ■有料職業紹介事業 ■シェアリング事業,東京都中央区銀座６丁目２番１号,250,,1998,2026-06-14T18:25:31.041Z
商船三井テクノトレード株式会社,1010001074512,,,,福島正男,info@motech.co.jp,0.4,,045-228-8808,https://www.motech.co.jp/,C,gBizINFO,https://www.motech.co.jp/,人事部 ご採用ご担当者様,船舶用の燃料油・潤滑油の販売、各種機器・資材・部品・通信関連機材の販売など,東京都千代田区神田錦町２丁目２番地１,182,,1948,2026-06-14T18:25:31.298Z
レオス・キャピタルワークス株式会社,1010001082655,,,,藤野英人,info@rheos.jp,0.4,,03-6266-0124,https://www.rheos.jp/,C,gBizINFO,https://www.rheos.jp/,人事部 ご採用ご担当者様,投資運用業 投資助言・代理業 第二種金融商品取引業,東京都千代田区丸の内１丁目１１番１号,126,,,2026-06-14T18:25:32.125Z
東洋炭素株式会社,1120001050238,,,,兼兼近藤尚孝,info@toyotanso.co.jp,0.4,,050-3097-4950,https://www.toyotanso.co.jp/,C,gBizINFO,https://www.toyotanso.co.jp/,人事部 ご採用ご担当者様,1. 等方性黒鉛その他特殊炭素製品および一般カーボン製品の製造、販売および関連する加工事業 2. 炭素とセラミックス、金,大阪府大阪市西淀川区竹島５丁目７番１２号,961,,1947,2026-06-14T18:25:32.879Z
株式会社アイガー,1010001035258,,,,木田裕士,info@field.ne.jp,0.4,,03-3212-5500,https://field.ne.jp/,C,gBizINFO,https://field.ne.jp/,人事部 ご採用ご担当者様,広告業,東京都千代田区丸の内１丁目９番１号グラントウキョウノースタワー３６階,92,,1990,2026-06-14T18:25:33.961Z
キンセイマテック株式会社,1120001078320,,,,高橋哲彦,info@kinseimatec.co.jp,0.4,,06-6221-0500,https://www.kinseimatec.co.jp/,C,gBizINFO,https://www.kinseimatec.co.jp/,人事部 ご採用ご担当者様,工業用素材原料の製造販売,大阪府大阪市中央区平野町２丁目３番７号,137,,1951,2026-06-14T18:25:39.395Z
株式会社ジェイエスエス,1120001064799,,,,藤木孝夫,info@jss-group.co.jp,0.4,,06-6449-6135,https://www.jss-group.co.jp/,C,gBizINFO,https://www.jss-group.co.jp/,人事部 ご採用ご担当者様,スイミングスクール、フィットネスクラブ等の運営・管理,大阪府大阪市西区土佐堀１丁目４番１１号,476,,,2026-06-14T18:25:39.707Z
株式会社サイネックス,1120001079723,,,,村田吉優,info@scinex.co.jp,0.4,,06-6766-3333,https://www.scinex.co.jp/,C,gBizINFO,https://www.scinex.co.jp/,人事部 ご採用ご担当者様,広告業、出版業、印刷業、情報関連事業,大阪府大阪市天王寺区上本町５丁目３番１５号,691,,,2026-06-14T18:25:43.555Z
東邦レオ株式会社,1120001085408,,,,吉川稔,info@toho-leo.co.jp,0.4,,06-6767-1210,https://www.toho-leo.co.jp/,C,gBizINFO,https://www.toho-leo.co.jp/,人事部 ご採用ご担当者様,建築・緑化資材の販売及び施工,大阪府大阪市中央区上町１丁目１番２８号,350,,1965,2026-06-14T18:25:44.204Z
株式会社日阪製作所,1120001087750,,,,宇佐美俊哉,info@hisaka.co.jp,0.4,,06-6363-0006,https://www.hisaka.co.jp/,C,gBizINFO,https://www.hisaka.co.jp/,人事部 ご採用ご担当者様,産業機械製造販売,大阪府大阪市北区曾根崎２丁目１２番７号,653,,,2026-06-14T18:25:45.989Z
株式会社翻訳センター,1120001089458,,,,二宮俊一郎,,0,,06-1234-5678,https://www.honyakuctr.com/,C,gBizINFO,https://www.honyakuctr.com/,人事部 ご採用ご担当者様,翻訳サービス,大阪府大阪市中央区久太郎町４丁目１番３号,521,,1986,2026-06-14T18:25:47.227Z
パーソルエクセルＨＲパートナーズ株式会社,1120001089788,,,,伊藤卓郎,,0,,06-6945-0390,https://persol-hrpartners.co.jp/,C,gBizINFO,https://persol-hrpartners.co.jp/,人事部 ご採用ご担当者様,人材サービス,大阪府大阪市北区堂島浜１丁目１番２７号,15991,,1989,2026-06-14T18:25:48.148Z
株式会社マンダム,1120001090234,,,,兼西村健,info@mandom.co.jp,0.4,,06-6767-5002,https://www.mandom.co.jp/index.html,C,gBizINFO,https://www.mandom.co.jp/index.html,人事部 ご採用ご担当者様,化粧品・香水の製造および販売 医薬部外品の製造および販売,大阪府大阪市中央区十二軒町５番１２号,762,,,2026-06-14T18:25:48.900Z
株式会社三橋商会,1120001090515,,,,高見いずみ,info@mitsuhashi-net.co.jp,0.4,,06-6271-1301,https://www.mitsuhashi-net.co.jp/,C,gBizINFO,https://www.mitsuhashi-net.co.jp/,人事部 ご採用ご担当者様,総合ビルメンテナンス業 ・清掃管理業務 ・設備業務 ・グリーン管理業務,大阪府大阪市中央区本町２丁目３番１４号,374,,1969,2026-06-14T18:25:50.068Z
株式会社コノエ,1120001079491,,,,河野裕,info@konoe.co.jp,0.4,,06-6746-0015,https://www.konoe.co.jp/,C,gBizINFO,https://www.konoe.co.jp/,人事部 ご採用ご担当者様,ねじ全般と測量用品と関連機器の卸,大阪府大阪市中央区上汐２丁目６番１０号,162,,1962,2026-06-14T18:25:51.070Z
大阪有機化学工業株式会社,1120001093014,,,,安藤昌幸,info@ooc.co.jp,0.4,,03-6202-7051,https://www.ooc.co.jp/,C,gBizINFO,https://www.ooc.co.jp/,人事部 ご採用ご担当者様,有機化学工業品・有機試薬品・医農薬中間体・石油化学製品・特殊ポリマーの製造販売、溶剤類の精製加工,大阪府大阪市中央区安土町１丁目８番１５号,467,,,2026-06-14T18:25:52.008Z
株式会社レタス,1120001092346,,,,松尾哲郎,info@letus.co.jp,0.4,,06-6221-3250,https://www.letus.co.jp/,C,gBizINFO,https://www.letus.co.jp/,人事部 ご採用ご担当者様,受託ソフトウェア開発,大阪府大阪市中央区北浜２丁目５番２３号,52,,1998,2026-06-14T18:25:52.299Z
中央紙器工業株式会社,1180001045224,,,,山下雅司,info@mcpack.co.jp,0.4,,052-400-2800,http://www.mcpack.co.jp/,C,gBizINFO,http://www.mcpack.co.jp/,人事部 ご採用ご担当者様,段ボール製造業,愛知県清須市春日宮重町３６３番地,186,,,2026-06-14T18:25:54.463Z
株式会社アビリブ,1180001056163,,,,的場弘明,info@ab-net.co.jp,0.4,,011-596-6914,https://www.ab-net.co.jp/,C,gBizINFO,https://www.ab-net.co.jp/,人事部 ご採用ご担当者様,ＷＥＢ制作事業、システム開発事業、ＡＳＰ（予約システム）事業、モバイルソリューション事業、ＷＥＢコンサルティング事業他,愛知県名古屋市中区栄５丁目２８番１２号名古屋若宮ビル１１階,168,,1999,2026-06-14T18:25:56.229Z
ダイナパック株式会社,1180001037535,,,,齊藤光次,info@dynapac-gr.co.jp,0.4,,052-971-2651,https://www.dynapac-gr.co.jp/csr/employees/index.html,C,gBizINFO,https://www.dynapac-gr.co.jp/csr/employees/index.html,人事部 ご採用ご担当者様,段ボール、印刷紙器、軟包装材および紙製緩衝材などの包装資材の製造、販売,愛知県名古屋市中区錦３丁目１４番１５号,882,,,2026-06-14T18:25:57.248Z
東建コーポレーション株式会社,1180001054828,,,,兼左右田善猛,info@token.co.jp,0.4,,0120-518-200,https://www.token.co.jp/,C,gBizINFO,https://www.token.co.jp/,人事部 ご採用ご担当者様,賃貸マンション、アパート、ワンイヤー（家具家電付一年賃貸）、貸店舗等の企画、設計、施工監理ならびに仲介、管理、経営代行業,愛知県名古屋市中区丸の内２丁目１番３３号,5445,,,2026-06-14T18:25:58.030Z
ＮＤＳインフォス株式会社,1180001056171,,,,富田康幸,info@nds-infos.co.jp,0.4,,052-223-5255,https://www.nds-infos.co.jp/,C,gBizINFO,https://www.nds-infos.co.jp/,人事部 ご採用ご担当者様,◆ビジネスアプリケーション開発 お客様のビジネスフローに最適なシステム企画、開発 ◆組込系ソフトウェア開発 自動車系,愛知県名古屋市中区錦１丁目８番６号,265,,2005,2026-06-14T18:25:59.139Z
笹徳印刷株式会社,1180001069322,,,,杉山昌樹,info@sasatoku.co.jp,0.4,,0562-97-1111,https://www.sasatoku.co.jp/,C,gBizINFO,https://www.sasatoku.co.jp/,人事部 ご採用ご担当者様,,愛知県豊明市栄町大脇７番地,342,,,2026-06-14T18:25:59.550Z
マスプロ電工株式会社,1180001067276,,,,端山佳誠,info@maspro.co.jp,0.4,,0570091119,https://www.maspro.co.jp/,C,gBizINFO,https://www.maspro.co.jp/,人事部 ご採用ご担当者様,電気機械器具製造販売,愛知県日進市浅田町上納８０番地,517,,1955,2026-06-14T18:26:01.932Z
オークマ株式会社,1180001081319,,,,家城淳,info@okuma.co.jp,0.4,,0120-506-090,https://www.okuma.co.jp/,C,gBizINFO,https://www.okuma.co.jp/,人事部 ご採用ご担当者様,工作機械の製造・販売,愛知県丹羽郡大口町下小口５丁目２５番地の１,2304,,,2026-06-14T18:26:02.209Z
三共電機株式会社,1180001085856,,,,三橋進,info@3kyodenki.com,0.4,,0587-24-5868,https://3kyodenki.com/actions/index_health.html,C,gBizINFO,https://3kyodenki.com/actions/index_health.html,人事部 ご採用ご担当者様,,愛知県稲沢市赤池東山町１３８番地,58,,1987,2026-06-14T18:26:03.530Z
株式会社今仙電機製作所,1180001080700,,,,長谷川健一,info@imasen.co.jp,0.4,,0568-67-1211,https://www.imasen.co.jp/,C,gBizINFO,https://www.imasen.co.jp/,人事部 ご採用ご担当者様,自動車部品およびその他の輸送用機械器具部品の製造販売,愛知県犬山市字柿畑１番地,1669,,,2026-06-14T18:26:04.287Z
株式会社研空社,1020001064041,,,,森上敬太,info@kenk.jp,0.4,,044-455-7171,https://www.kenk.jp/,C,gBizINFO,https://www.kenk.jp/,人事部 ご採用ご担当者様,建設業（空調・衛生設備工事）,神奈川県川崎市多摩区宿河原１丁目２０番１１号,59,,1985,2026-06-14T18:26:07.489Z
ＪＦＥ東日本ジーエス株式会社,1020001072119,,,,藤井久敬,info@jfe-hgs.co.jp,0.4,,044-589-5056,https://www.jfe-hgs.co.jp/,C,gBizINFO,https://www.jfe-hgs.co.jp/,人事部 ご採用ご担当者様,○総合ビルマネジメント ○施設管理 ○セキュリティサービス（常駐、巡回、機械警備） ○造園・土木工事 ○緑化維持管理 ○,神奈川県川崎市川崎区池上新町３丁目４番３号,990,,1972,2026-06-14T18:26:10.247Z
株式会社スマイルクルー,1020001094146,,,,岡田純一,info@smilecrew.co.jp,0.4,,052-533-3399,https://smilecrew.co.jp/,C,gBizINFO,https://smilecrew.co.jp/,人事部 ご採用ご担当者様,労働者派遣事業、 有料職業紹介事業、 保育園及び学童保育運営・受託事業、 保育士、外国語講師の育成・指導及び養成に関する,神奈川県横浜市神奈川区栄町３番地４パシフィックマークス横浜イースト１１階,438,,2012,2026-06-14T18:26:13.042Z
株式会社クエリー,1021001019662,,,,伊藤隆幸,info@query.jp,0.4,,045-228-7250,https://www.query.jp/health/,C,gBizINFO,https://www.query.jp/health/,人事部 ご採用ご担当者様,情報処理サービス（ソフトウェア開発および受託） コンピュータの導入および利用に関するコンサルティング コンピュータ・通信,神奈川県横浜市西区みなとみらい４丁目６番２号みなとみらいグランドセントラルタワー４階,130,,1996,2026-06-14T18:26:13.661Z
株式会社秀光,1020001077472,,,,佐久間悠太,info@shukoh.co.jp,0.4,,044-543-5320,https://www.shukoh.co.jp/,C,gBizINFO,https://www.shukoh.co.jp/,人事部 ご採用ご担当者様,家具類製造・加工・販売,神奈川県川崎市幸区堀川町５８０番地,120,,1947,2026-06-14T18:26:13.871Z
株式会社ＹＤＫテクノロジーズ,1021001022880,,,,日比野隆也,info@ydktechs.co.jp,0.4,,0463-84-8751,https://www.ydktechs.co.jp/jp/,C,gBizINFO,https://www.ydktechs.co.jp/jp/,人事部 ご採用ご担当者様,環境計測事業 航海事業 航空・宇宙事業 燃焼事業 防衛事業,神奈川県秦野市曽屋５００番地,729,,1960,2026-06-14T18:26:14.964Z
株式会社平川燃料,1290001054387,,,,平川一幸,info@hirakawa-1147.jp,0.4,,0944-54-1147,https://www.hirakawa-1147.jp/,C,gBizINFO,https://www.hirakawa-1147.jp/,人事部 ご採用ご担当者様,SS事業他,福岡県大牟田市大字草木９９８番地１,231,,1962,2026-06-14T18:26:16.175Z
キャタピラー九州株式会社,1290001079293,,,,林賢一,info@cat-kyushu.co.jp,0.4,,092-924-1211,https://www.cat-kyushu.co.jp/,C,gBizINFO,https://www.cat-kyushu.co.jp/,人事部 ご採用ご担当者様,キャタピラージャパン(株)九州地区特約販売店 キャタピラー社・キャタピラージャパン及び三菱重工製の建設機械（油圧ショベル,福岡県筑紫野市針摺東３丁目６番１号,442,,2017,2026-06-14T18:26:17.377Z
ＡＴＵホールディングス株式会社,1290001060575,,,,岩崎龍太郎,info@atu.co.jp,0.4,,092-710-5681,https://atu.co.jp/,C,gBizINFO,https://atu.co.jp/,人事部 ご採用ご担当者様,警備にかかわる業務全般。施設来場者とその周辺の安全を守るお仕事、道路が混雑しないように人や車を案内するお仕事です。,福岡県福岡市博多区博多駅前４丁目３３番１号ＫＭビル３Ｆ,84,,2012,2026-06-14T18:26:18.361Z
福岡酸素株式会社,1290001049544,,,,本間雄一,info@fksanso.co.jp,0.4,,092-518-2112,https://fksanso.co.jp/,C,gBizINFO,https://fksanso.co.jp/,人事部 ご採用ご担当者様,産業ガス・医療ガス・ＬＰガスの販売、高圧ガス関連機器・材料の販売、高圧ガス関連エンジニアリング、ソリューション事業,福岡県久留米市東町３３番地の２１,381,,1919,2026-06-14T18:26:19.100Z
株式会社アウルズ,1290801000094,,,,犬塚桂介,info@owlsone.co.jp,0.4,,093-522-1699,https://www.owlsone.co.jp/,C,gBizINFO,https://www.owlsone.co.jp/,人事部 ご採用ご担当者様,語学教育、通訳、翻訳、国際会議,福岡県北九州市小倉北区米町１丁目３番１０号一宮ビル７階,242,,1989,2026-06-14T18:26:20.663Z
ＴＯＴＯ株式会社,1290801002603,,,,田村信也,info@jp.toto.com,0.4,,0120-101-005,https://jp.toto.com/,C,gBizINFO,https://jp.toto.com/,人事部 ご採用ご担当者様,建築用設備機器の製造・販売,福岡県北九州市小倉北区中島２丁目１番１号,9463,,,2026-06-14T18:26:20.974Z
濱田重工株式会社,1290801003064,,,,松本豊,info@hamada-hi.com,0.4,,093-882-6215,https://hamada-hi.com/,C,gBizINFO,https://hamada-hi.com/,人事部 ご採用ご担当者様,鉄鋼事業、エンジニアリング事業、半導体事業,福岡県北九州市戸畑区牧山１丁目１番３６号,2038,,1950,2026-06-14T18:26:22.077Z
株式会社ヤマックス,1290801007338,,,,山田雄二,info@yamax-kokura.jp,0.4,,093-561-0871,https://www.yamax-kokura.jp/,C,gBizINFO,https://www.yamax-kokura.jp/,人事部 ご採用ご担当者様,物流（運送事業・倉庫保管事業・人材派遣事業・宅配水事業）,福岡県北九州市小倉北区西港町１５番７７号,315,,2005,2026-06-14T18:26:22.773Z
株式会社トーホーエンジニアリング,1430002034968,,,,大野光治,info@toho-engineering.jp,0.4,,011-837-8010,https://www.toho-engineering.jp/,C,gBizINFO,https://www.toho-engineering.jp/,人事部 ご採用ご担当者様,建設コンサルタント業,北海道札幌市豊平区平岸二条６丁目１番１４号三慶ビル３階,102,,2002,2026-06-14T18:26:23.847Z
株式会社只石組,1450001002032,,,,坪井温志,,0,,0166-32-4257,https://www.tadaishi.jp/,C,gBizINFO,https://www.tadaishi.jp/,人事部 ご採用ご担当者様,総合建設業（道路維持、メンテナンス事業、土木事業、除排雪事業）,北海道旭川市東旭川町旭正３６２番地,81,,1970,2026-06-14T18:26:25.953Z
株式会社金田自動車,1450001003022,,,,金田一宏,info@kanetagroup.jp,0.4,,0166-57-9911,http://www.kanetagroup.jp/,C,gBizINFO,http://www.kanetagroup.jp/,人事部 ご採用ご担当者様,大型、小型自動車の修理、改造、販売,北海道旭川市末広東一条６丁目１番８号,50,,1966,2026-06-14T18:26:25.997Z
株式会社北土開発,1460101001569,,,,山田朝常,info@hokudo-kaihatsu.co.jp,0.4,,0155-62-3121,https://www.hokudo-kaihatsu.co.jp/,C,gBizINFO,https://www.hokudo-kaihatsu.co.jp/,人事部 ご採用ご担当者様,土木工事業・建築工事業・産業廃棄物処理業 ・農業関連事業,北海道河西郡芽室町東六条１０丁目１番１,54,,1968,2026-06-14T18:26:28.319Z
株式会社エコニクス,2430001002289,,,,田中禎孝,info@econixe.co.jp,0.4,,011-807-6811,http://econixe.co.jp/,C,gBizINFO,http://econixe.co.jp/,人事部 ご採用ご担当者様,土木工事の設計・監理、建設コンサルタント業務、環境アセスメント業務、自然科学・社会科学・産業分野における調査分析コンサル,北海道札幌市厚別区下野幌テクノパーク１丁目２番１４号,56,,1973,2026-06-14T18:26:30.276Z
株式会社写真工芸社,1460301003167,,,,中山寿一,info@syashinkougeisya.jp,0.4,,0152-43-4065,https://www.syashinkougeisya.jp/,C,gBizINFO,https://www.syashinkougeisya.jp/,人事部 ご採用ご担当者様,・写真撮影（商品・イベント・建築物・風景など） ・写真スタジオ運営 ・民泊施設運営,北海道網走市南六条東３丁目２番地,98,,1968,2026-06-14T18:26:32.664Z
株式会社ベルックス,2430001014425,,,,梶野弘毅,info@belx.jp,0.4,,011-271-4121,https://www.belx.jp/,C,gBizINFO,https://www.belx.jp/,人事部 ご採用ご担当者様,総合ビルメンテナンス業,北海道札幌市中央区北五条西１２丁目２番地,1779,,1962,2026-06-14T18:26:35.129Z
株式会社エーティック,2430001002181,,,,舟田幸太郎,info@a-tic.co.jp,0.4,,011-644-2845,http://a-tic.co.jp/,C,gBizINFO,http://a-tic.co.jp/,人事部 ご採用ご担当者様,建設コンサルタント,北海道札幌市西区二十四軒一条５丁目６番１号,99,,1973,2026-06-14T18:26:35.421Z
株式会社ムトウ,2430001016743,,,,田尾延幸,info@wism-mutoh.jp,0.4,,011-746-5111,https://www.wism-mutoh.jp/company/nextgeneration/,C,gBizINFO,https://www.wism-mutoh.jp/company/nextgeneration/,人事部 ご採用ご担当者様,医療機器販売,北海道札幌市北区北十一条西４丁目１番１５号,2000,,1949,2026-06-14T18:26:36.925Z
株式会社サンコー,2430001019011,,,,佐藤幸治,info@sancoh.co.jp,0.4,,011-882-3500,https://www.sancoh.co.jp/,C,gBizINFO,https://www.sancoh.co.jp/,人事部 ご採用ご担当者様,情報処理加工業(複写・マイクロ・スキャニング・CAD マッピング業務等),北海道札幌市清田区北野二条３丁目１１番２２号,101,,1963,2026-06-14T18:26:37.713Z
札建工業株式会社,2430001006736,,,,坂本孝司,info@sakkenkogyo.jp,0.4,,011-737-2210,https://www.sakkenkogyo.jp/,C,gBizINFO,https://www.sakkenkogyo.jp/,人事部 ご採用ご担当者様,総合建設業,北海道札幌市北区北七条西６丁目２番地３４,137,,1942,2026-06-14T18:26:38.006Z
株式会社橋本川島コーポレーション,1450001002437,,,,橋本毅,info@hkcorp.co.jp,0.4,,0166-55-0001,https://hkcorp.co.jp/,C,gBizINFO,https://hkcorp.co.jp/,人事部 ご採用ご担当者様,道路・河川・農業・森林・橋梁などの土木施工、道路舗装・維持管理、公共施設・ＭＳ・住宅を含む一般建築、アスベスト含有調査及,北海道旭川市旭町二条７丁目１２番地９０,161,,1949,2026-06-14T18:26:38.522Z
株式会社日本旅行北海道,2430001021116,,,,清水伸一,info@nta.co.jp,0.4,,011-208-0150,https://www.nta.co.jp/hokkaido/,C,gBizINFO,https://www.nta.co.jp/hokkaido/,人事部 ご採用ご担当者様,一般旅行業,北海道札幌市中央区南一条西４丁目１６番地日本旅行札幌ビル,155,,1994,2026-06-14T18:26:39.632Z
札幌日信電子株式会社,2430001020233,,,,田中弘之,info@sapporo-nisshin.co.jp,0.4,,011-855-6781,https://www.sapporo-nisshin.co.jp/,C,gBizINFO,https://www.sapporo-nisshin.co.jp/,人事部 ご採用ご担当者様,■信号機器、情報制御機器の製造、販売、設置ならびに保守・ 駅務システムの保守 ・改札機・券売機・精算機・その他,北海道札幌市豊平区月寒東四条８丁目６番５号,111,,1970,2026-06-14T18:26:41.296Z
丸彦渡辺建設株式会社,2430001023599,,,,鵜飼勇人,info@maruhiko.co.jp,0.4,,011-811-8121,https://www.maruhiko.co.jp/,C,gBizINFO,https://www.maruhiko.co.jp/,人事部 ご採用ご担当者様,建設業,北海道札幌市豊平区豊平六条６丁目５番８号,502,,1948,2026-06-14T18:26:41.759Z
株式会社ＭＣエバテック,1140001048230,,,,山口洋史,info@mcet.co.jp,0.4,,06-4300-5442,https://www.mcet.co.jp/,C,gBizINFO,https://www.mcet.co.jp/,人事部 ご採用ご担当者様,【炭素材事業】 活性炭・高機能活性炭の開発・製造、活性炭再生 【精密洗浄事業】 半導体・ＰＤＦ・太陽電池製造装置等の,兵庫県尼崎市潮江１丁目２番６号,479,,1979,2026-06-14T18:26:43.343Z
エア・ウォーター産業・医療ガス株式会社,2430001022196,,,,粕谷智樹,info@img-awi.co.jp,0.4,,011-859-8600,https://img-awi.co.jp/,C,gBizINFO,https://img-awi.co.jp/,人事部 ご採用ご担当者様,,北海道札幌市中央区北三条西３丁目１番地６,361,,1982,2026-06-14T18:26:43.460Z
ネクスト・ワン株式会社,1140001043264,,,,新藤英治,,0,,079-421-1111,https://www.next-1.co.jp/,C,gBizINFO,https://www.next-1.co.jp/,人事部 ご採用ご担当者様,各種高圧ガス卸販売,兵庫県加古川市加古川町粟津８０５番地の３,200,,1951,2026-06-14T18:26:44.951Z
日本スピンドル製造株式会社,1140001050327,,,,近藤茂雄,info@spindle.co.jp,0.4,,06-6499-5551,https://www.spindle.co.jp/company/woman.html,C,gBizINFO,https://www.spindle.co.jp/company/woman.html,人事部 ご採用ご担当者様,産業機械、集塵装置、空調・冷熱機器の設計開発・製造・販売,兵庫県尼崎市潮江４丁目２番３０号,380,,1949,2026-06-14T18:26:45.070Z
株式会社日興商会,1140001050558,,,,藤縄修平,,0,,06-6487-1401,https://nikko.bunguclub.co.jp/,C,gBizINFO,https://nikko.bunguclub.co.jp/,人事部 ご採用ご担当者様,印刷・事務用品販売業 オフィス家具・OA機器の販売,兵庫県尼崎市東難波町５丁目１０番３０号,650,,1948,2026-06-14T18:26:45.458Z
株式会社システムリサーチ,1140001056258,,,,山田良作,info@sr-co.co.jp,0.4,,0796-42-4435,https://www.sr-co.co.jp/about/wlb/,C,gBizINFO,https://www.sr-co.co.jp/about/wlb/,人事部 ご採用ご担当者様,ソフトウェア開発・機器販売,兵庫県豊岡市日高町国分寺１５８番地１,126,,1985,2026-06-14T18:26:48.963Z
西菱電機株式会社,1140001078509,,,,西井希伊,info@seiryodenki.co.jp,0.4,,06-6345-4160,https://www.seiryodenki.co.jp/,C,gBizINFO,https://www.seiryodenki.co.jp/,人事部 ご採用ご担当者様,・防災情報通信システムの販売、保守等 ・携帯電話、パソコン等情報通信端末の販売、修理等,兵庫県伊丹市藤ノ木３丁目５番３３号,420,,1966,2026-06-14T18:26:56.679Z
阪神園芸株式会社,1140001070003,,,,植村弘,info@hanshinengei.co.jp,0.4,,0798-47-3538,https://www.hanshinengei.co.jp/,C,gBizINFO,https://www.hanshinengei.co.jp/,人事部 ご採用ご担当者様,造園工事業 緑地管理業 運動場の整備・設計・施工 公園等の指定管理業務,兵庫県西宮市甲子園浦風町１６番２４号,263,,1968,2026-06-14T18:26:56.790Z
ＳＧシステム株式会社,2130001010677,,,,丸山信二,info@sg-systems.co.jp,0.4,,075-661-1178,https://www.sg-systems.co.jp/,C,gBizINFO,https://www.sg-systems.co.jp/,人事部 ご採用ご担当者様,・情報システムに関する企画、設計、開発、保守、運用業務 ・労働者派遣事業 ・情報処理機器、事務用機械および工業用機械類の,京都府京都市南区上鳥羽角田町２５番地,3376,,1983,2026-06-14T18:26:59.785Z
ニチコン株式会社,2130001022029,,,,森克彦,,0,,0120-215-030,http://www.nichicon.co.jp/,C,gBizINFO,http://www.nichicon.co.jp/,人事部 ご採用ご担当者様,アルミ電解コンデンサ、フィルムコンデンサ、 正特性サーミスタ“ポジアール?”、Ｖ２Ｈシステム、 家庭用蓄電システム、ＥＶ,京都府京都市中京区烏丸通御池上る二条殿町５５１番地,581,,1950,2026-06-14T18:27:01.978Z
株式会社日新システムズ,2130001018398,,,,永井秀明,info@co-nss.co.jp,0.4,,075-344-7880,https://www.co-nss.co.jp/company/,C,gBizINFO,https://www.co-nss.co.jp/company/,人事部 ご採用ご担当者様,(1) 制御系・組込系ソフトウェアの受託開発 (2) ソフトウェアライセンスの販売 (3) ＥＭＳ関連機器、ネットワーク,京都府京都市下京区堀川通綾小路下る綾堀川町２９３番地の１,223,,1984,2026-06-14T18:27:02.895Z
京都電子計算株式会社,2130001023349,,,,森口健吾,info@kip.co.jp,0.4,,075-241-5568,https://www.kip.co.jp/,C,gBizINFO,https://www.kip.co.jp/,人事部 ご採用ご担当者様,システム販売／パッケージソフト開発販売、ソフトウェア開発、アウトソーシングサービス、Webサイト構築、教育サービス、セキ,京都府京都市下京区木津屋橋通新町西入東塩小路町６０１番地ＮＵＰビルディング京都駅前,309,,1964,2026-06-14T18:27:04.230Z
信和商事株式会社,2130001038082,,,,中村貴敏,info@shinwasyouji.co.jp,0.4,,075-981-2657,https://shinwasyouji.co.jp/company/about/,C,gBizINFO,https://shinwasyouji.co.jp/company/about/,人事部 ご採用ご担当者様,古紙回収業,京都府八幡市八幡久保田１番地,92,,1979,2026-06-14T18:27:06.668Z
